case,median_residual_rms_rad,median_residual_opd_nm,h_band_strehl,final_command_norm,noise_std,photons_per_subaperture
200,1.8914593255258723,210.72457092029344,0.5252370451254087,33.46290912904302,0.38183766184073564,200.0
500,1.8926388786050352,210.85598311252508,0.5248152622012543,33.471659362213636,0.16497272501841023,500.0
1000,1.8930495664050453,210.90173720793248,0.5246684268732824,33.474660391591115,0.09178235124467012,1000.0
3000,1.8932390818494365,210.92285083176944,0.5246006715525026,33.47676948746376,0.04069397989875161,3000.0
10000,1.8932165869856987,210.92034471363883,0.524608713784663,33.47765260398001,0.019386593305684215,10000.0
30000,1.8932074873154416,210.9193309333875,0.5246119670534473,33.47801463922473,0.010665833300778705,30000.0
infinite,1.8931964426327652,210.9181004622975,0.5246159156994797,33.4784578886854,0.0,inf
