script,run_started_utc,run_finished_utc,runtime_seconds,runtime_minutes,runtime_limit_minutes,within_runtime_limit,output_artifacts,source_note
examples/run_public_data_informed_ao_demo.py,2026-07-09T20:25:56Z,2026-07-09T20:33:23Z,447.2546317919623,7.4542438631993715,30.0,True,public_data_informed_ao_photon_scan.csv;public_data_informed_ao_photon_scan.png;public_data_informed_conditions.csv;public_data_informed_error_budget.csv;public_data_informed_error_budget.png;public_data_informed_validation.csv;public_data_informed_validation.png,Local wall-clock runtime for the public-data-informed Notebook 11 demo. The run uses tracked public caches and synthetic AO proxies; no live archive query is performed.
